Station,Date,Q_cfs,Q_cd
4193500,2/23/87,1500,A
4193500,2/24/87,1870,A
4193500,2/25/87,1620,A
4193500,2/26/87,1390,A
4193500,2/27/87,1540,A
4193500,2/28/87,1960,A
4193500,3/1/87,3550,A
4193500,3/2/87,8670,A
4193500,3/3/87,11300,A
4193500,3/4/87,9480,A
4193500,3/5/87,7490,A
4193500,3/6/87,6850,A
4193500,3/7/87,7530,A
4193500,3/8/87,6960,A
4193500,3/9/87,5730,A
4193500,3/10/87,4510,A
4193500,3/11/87,3740,A
4193500,3/12/87,3110,A
4193500,3/13/87,2500,A
4193500,3/14/87,2330,A
4193500,3/15/87,1980,A
4193500,3/16/87,2170,A
4193500,3/17/87,2300,A
4193500,3/18/87,1970,A
4193500,3/19/87,2080,A
4193500,3/20/87,1890,A
4193500,3/21/87,2010,A
4193500,3/22/87,1810,A
4193500,3/23/87,1600,A
4193500,3/24/87,1920,A
4193500,3/25/87,2030,A
4193500,3/26/87,1770,A
4193500,3/27/87,1600,A
4193500,3/28/87,1640,A
4193500,3/29/87,1650,A
4193500,3/30/87,1960,A
4193500,3/31/87,4370,A
4193500,4/1/87,5340,A
4193500,4/2/87,5450,A
4193500,4/3/87,4710,A
4193500,4/4/87,4680,A
4193500,4/5/87,4860,A
4193500,4/6/87,6250,A
4193500,4/7/87,6770,A
4193500,4/8/87,7480,A
4193500,4/9/87,6430,A
4193500,4/10/87,4730,A
4193500,4/11/87,3820,A
4193500,4/12/87,3610,A
4193500,4/13/87,2830,A
4193500,4/14/87,2970,A
4193500,4/15/87,2900,A
4193500,4/16/87,3160,A
4193500,4/17/87,6400,A
4193500,4/18/87,6730,A
4193500,4/19/87,5450,A
4193500,4/20/87,4000,A
4193500,4/21/87,3270,A
4193500,4/22/87,2730,A
4193500,4/23/87,2920,A
4193500,4/24/87,2530,A
4193500,4/25/87,2650,A
4193500,4/26/87,2570,A
4193500,4/27/87,2290,A
4193500,4/28/87,2040,A
4193500,4/29/87,1800,A
4193500,4/30/87,1400,A
4193500,5/1/87,1490,A
4193500,5/2/87,1570,A
4193500,5/3/87,3140,A
4193500,5/4/87,10700,A
4193500,5/5/87,8240,A
4193500,5/6/87,5730,A
4193500,5/7/87,3720,A
4193500,5/8/87,2940,A
4193500,5/9/87,2200,A
4193500,5/10/87,1980,A
4193500,5/11/87,1780,A
4193500,5/12/87,1470,A
4193500,5/13/87,1410,A
4193500,5/14/87,1550,A
4193500,5/15/87,1430,A
4193500,5/16/87,1210,A
4193500,5/17/87,1290,A
4193500,5/18/87,1520,A
4193500,5/19/87,6150,A
4193500,5/20/87,14500,A
4193500,5/21/87,10600,A
4193500,5/22/87,6930,A
4193500,5/23/87,3660,A
4193500,5/24/87,3120,A
4193500,5/25/87,2740,A
4193500,5/26/87,2490,A
4193500,5/27/87,2120,A
4193500,5/28/87,2580,A
4193500,5/29/87,1980,A
4193500,5/30/87,1960,A
4193500,5/31/87,1960,A
4193500,6/1/87,2630,A
4193500,6/2/87,3840,A
4193500,6/3/87,5270,A
4193500,6/4/87,7420,A
4193500,6/5/87,7980,A
4193500,6/6/87,5730,A
4193500,6/7/87,4070,A
4193500,6/8/87,2640,A
4193500,6/9/87,2090,A
4193500,6/10/87,2120,A
4193500,6/11/87,3090,A
4193500,6/12/87,3040,A
4193500,6/13/87,3080,A
4193500,6/14/87,5060,A
4193500,6/15/87,4420,A
4193500,6/16/87,3150,A
4193500,6/17/87,1980,A
4193500,6/18/87,1500,A
4193500,6/19/87,1240,A
4193500,6/20/87,1040,A
4193500,6/21/87,1290,A
4193500,6/22/87,2810,A
4193500,6/23/87,3530,A
4193500,6/24/87,3290,A
4193500,6/25/87,2600,A
4193500,6/26/87,1970,A
4193500,6/27/87,1550,A
4193500,6/28/87,1110,A
4193500,6/29/87,1220,A
4193500,6/30/87,1280,A
4193500,7/1/87,1800,A
4193500,7/2/87,3130,A
4193500,7/3/87,5600,A
4193500,7/4/87,7600,A
4193500,7/5/87,7930,A
4193500,7/6/87,8420,A
4193500,7/7/87,6420,A
4193500,7/8/87,6020,A
4193500,7/9/87,7070,A
4193500,7/10/87,5440,A
4193500,7/11/87,3540,A
4193500,7/12/87,3250,A
4193500,7/13/87,5050,A
4193500,7/14/87,6050,A
4193500,7/15/87,6110,A
4193500,7/16/87,5720,A
4193500,7/17/87,4550,A
4193500,7/18/87,2580,A
4193500,7/19/87,2200,A
4193500,7/20/87,1450,A
4193500,7/21/87,1180,A
4193500,7/22/87,979,A
4193500,7/23/87,1020,A
4193500,7/24/87,869,A
4193500,7/25/87,729,A
4193500,7/26/87,511,A
4193500,7/27/87,432,A
4193500,7/28/87,390,A
4193500,7/29/87,465,A
4193500,7/30/87,466,A
4193500,7/31/87,424,A
4193500,8/1/87,346,A
4193500,8/2/87,521,A
4193500,8/3/87,339,A
4193500,8/4/87,326,A
4193500,8/5/87,453,A
4193500,8/6/87,547,A
4193500,8/7/87,400,A
4193500,8/8/87,364,A
4193500,8/9/87,383,A
4193500,8/10/87,394,A
4193500,8/11/87,317,A
4193500,8/12/87,490,A
4193500,8/13/87,504,A
4193500,8/14/87,403,A
4193500,8/15/87,356,A
4193500,8/16/87,315,A
4193500,8/17/87,284,A
4193500,8/18/87,274,A
4193500,8/19/87,239,A
4193500,8/20/87,202,A
4193500,8/21/87,163,A
4193500,8/22/87,337,A
4193500,8/23/87,290,A
4193500,8/24/87,218,A
4193500,8/25/87,179,A
4193500,8/26/87,280,A
4193500,8/27/87,767,A
4193500,8/28/87,1630,A
4193500,8/29/87,3720,A
4193500,8/30/87,3130,A
4193500,8/31/87,2190,A
4193500,9/1/87,1600,A
4193500,9/2/87,1390,A
4193500,9/3/87,1180,A
4193500,9/4/87,848,A
4193500,9/5/87,733,A
4193500,9/6/87,615,A
4193500,9/7/87,530,A
4193500,9/8/87,479,A
4193500,9/9/87,473,A
4193500,9/10/87,358,A
4193500,9/11/87,379,A
4193500,9/12/87,464,A
4193500,9/13/87,456,A
4193500,9/14/87,342,A
4193500,9/15/87,414,A
4193500,9/16/87,768,A
4193500,9/17/87,952,A
4193500,9/18/87,1140,A
4193500,9/19/87,934,A
4193500,9/20/87,755,A
4193500,9/21/87,708,A
4193500,9/22/87,544,A
4193500,9/23/87,596,A
4193500,9/24/87,556,A
4193500,9/25/87,360,A
4193500,9/26/87,312,A
4193500,9/27/87,357,A
4193500,9/28/87,328,A
4193500,9/29/87,277,A
4193500,9/30/87,327,A
4193500,10/1/87,263,A
4193500,10/2/87,369,A
4193500,10/3/87,210,A
4193500,10/4/87,182,A
4193500,10/5/87,260,A
4193500,10/6/87,320,A
4193500,10/7/87,460,A
4193500,10/8/87,488,A
4193500,10/9/87,345,A
4193500,10/10/87,264,A
4193500,10/11/87,298,A
4193500,10/12/87,331,A
4193500,10/13/87,380,A
4193500,10/14/87,361,A
4193500,10/15/87,403,A
4193500,10/16/87,359,A
4193500,10/17/87,403,A
4193500,10/18/87,300,A
4193500,10/19/87,212,A
4193500,10/20/87,243,A
4193500,10/21/87,419,A
4193500,10/22/87,255,A
4193500,10/23/87,241,A
4193500,10/24/87,290,A
4193500,10/25/87,321,A
4193500,10/26/87,307,A
4193500,10/27/87,693,A
4193500,10/28/87,1100,A
4193500,10/29/87,940,A
4193500,10/30/87,1290,A
4193500,10/31/87,741,A
4193500,11/1/87,737,A
4193500,11/2/87,654,A
4193500,11/3/87,795,A
4193500,11/4/87,576,A
4193500,11/5/87,736,A
4193500,11/6/87,389,A
4193500,11/7/87,353,A
4193500,11/8/87,533,A
4193500,11/9/87,824,A
4193500,11/10/87,783,A
4193500,11/11/87,755,A
4193500,11/12/87,1470,A
4193500,11/13/87,1410,A
4193500,11/14/87,954,A
4193500,11/15/87,518,A
4193500,11/16/87,398,A
4193500,11/17/87,548,A
4193500,11/18/87,588,A
4193500,11/19/87,278,A
4193500,11/20/87,301,A
4193500,11/21/87,457,A
4193500,11/22/87,343,A
4193500,11/23/87,393,A
4193500,11/24/87,315,A
4193500,11/25/87,667,A
4193500,11/26/87,3240,A
4193500,11/27/87,4200,A
4193500,11/28/87,4620,A
4193500,11/29/87,4260,A
4193500,11/30/87,5140,A
4193500,12/1/87,6280,A
4193500,12/2/87,5460,A
4193500,12/3/87,4230,A
4193500,12/4/87,5140,A
4193500,12/5/87,4740,A
4193500,12/6/87,3680,A
4193500,12/7/87,3170,A
4193500,12/8/87,3160,A
4193500,12/9/87,4310,A
4193500,12/10/87,5560,A
4193500,12/11/87,6460,A
4193500,12/12/87,6420,A
4193500,12/13/87,5810,A
4193500,12/14/87,5110,A
4193500,12/15/87,9240,A
4193500,12/16/87,23500,A
4193500,12/17/87,22300,A
4193500,12/18/87,15900,A
4193500,12/19/87,11200,A
4193500,12/20/87,11100,A
4193500,12/21/87,16300,A
4193500,12/22/87,16100,A
4193500,12/23/87,12800,A
4193500,12/24/87,9520,A
4193500,12/25/87,7880,A
4193500,12/26/87,7370,A
4193500,12/27/87,6760,A
4193500,12/28/87,6320,A
4193500,12/29/87,6130,A
4193500,12/30/87,7690,A
4193500,12/31/87,7610,A
4193500,1/1/88,5860,A
4193500,1/2/88,4330,A
4193500,1/3/88,3200,A
4193500,1/4/88,2700,A
4193500,1/5/88,2250,A
4193500,1/6/88,2000,A
4193500,1/7/88,2150,A
4193500,1/8/88,2300,A
4193500,1/9/88,1950,A
4193500,1/10/88,1700,A
4193500,1/11/88,1550,A
4193500,1/12/88,1400,A
4193500,1/13/88,1250,A
4193500,1/14/88,1150,A
4193500,1/15/88,1050,A
4193500,1/16/88,950,A
4193500,1/17/88,889,A
4193500,1/18/88,2120,A
4193500,1/19/88,3360,A
4193500,1/20/88,3720,A
4193500,1/21/88,4550,A
4193500,1/22/88,6410,A
4193500,1/23/88,4890,A
4193500,1/24/88,3650,A
4193500,1/25/88,2900,A
4193500,1/26/88,2350,A
4193500,1/27/88,1900,A
4193500,1/28/88,1600,A
4193500,1/29/88,1420,A
4193500,1/30/88,1720,A
4193500,1/31/88,2590,A
4193500,2/1/88,5230,A
4193500,2/2/88,8030,A
4193500,2/3/88,11700,A
4193500,2/4/88,9700,A
4193500,2/5/88,7970,A
4193500,2/6/88,4790,A
4193500,2/7/88,3460,A
4193500,2/8/88,2880,A
4193500,2/9/88,2550,A
4193500,2/10/88,2300,A
4193500,2/11/88,2100,A
4193500,2/12/88,1950,A
4193500,2/13/88,1850,A
4193500,2/14/88,1750,A
4193500,2/15/88,1700,A
4193500,2/16/88,2230,A
4193500,2/17/88,2800,A
4193500,2/18/88,4480,A
4193500,2/19/88,5260,A
4193500,2/20/88,7300,A
4193500,2/21/88,10500,A
4193500,2/22/88,13300,A
4193500,2/23/88,17000,A
4193500,2/24/88,19000,A
4193500,2/25/88,17000,A
4193500,2/26/88,9100,A
4193500,2/27/88,6500,A
4193500,2/28/88,5600,A
4193500,2/29/88,5000,A
4193500,3/1/88,4210,A
4193500,3/2/88,3650,A
4193500,3/3/88,3250,A
4193500,3/4/88,2950,A
4193500,3/5/88,2700,A
4193500,3/6/88,2480,A
4193500,3/7/88,2810,A
4193500,3/8/88,2900,A
4193500,3/9/88,5420,A
4193500,3/10/88,10800,A
4193500,3/11/88,11400,A
4193500,3/12/88,9670,A
4193500,3/13/88,8900,A
4193500,3/14/88,8460,A
4193500,3/15/88,7340,A
4193500,3/16/88,6020,A
4193500,3/17/88,4680,A
4193500,3/18/88,3930,A
4193500,3/19/88,3240,A
4193500,3/20/88,3040,A
4193500,3/21/88,3240,A
4193500,3/22/88,2740,A
4193500,3/23/88,2730,A
4193500,3/24/88,3450,A
4193500,3/25/88,14700,A
4193500,3/26/88,19200,A
4193500,3/27/88,16100,A
4193500,3/28/88,11900,A
4193500,3/29/88,8920,A
4193500,3/30/88,7080,A
4193500,3/31/88,5450,A
4193500,4/1/88,4470,A
4193500,4/2/88,4220,A
4193500,4/3/88,4520,A
4193500,4/4/88,9200,A
4193500,4/5/88,17700,A
4193500,4/6/88,13500,A
4193500,4/7/88,16500,A
4193500,4/8/88,22900,A
4193500,4/9/88,19900,A
4193500,4/10/88,16700,A
4193500,4/11/88,12400,A
4193500,4/12/88,9320,A
4193500,4/13/88,7300,A
4193500,4/14/88,5750,A
4193500,4/15/88,4250,A
4193500,4/16/88,3560,A
4193500,4/17/88,2730,A
4193500,4/18/88,2620,A
4193500,4/19/88,2050,A
4193500,4/20/88,2170,A
4193500,4/21/88,1760,A
4193500,4/22/88,1770,A
4193500,4/23/88,2200,A
4193500,4/24/88,1490,A
4193500,4/25/88,1520,A
4193500,4/26/88,1610,A
4193500,4/27/88,1560,A
4193500,4/28/88,1380,A
4193500,4/29/88,1430,A
4193500,4/30/88,1270,A
4193500,5/1/88,1170,A
4193500,5/2/88,1300,A
4193500,5/3/88,1060,A
4193500,5/4/88,1230,A
4193500,5/5/88,1200,A
4193500,5/6/88,1170,A
4193500,5/7/88,1180,A
4193500,5/8/88,1130,A
4193500,5/9/88,1390,A
4193500,5/10/88,1300,A
4193500,5/11/88,1030,A
4193500,5/12/88,1520,A
4193500,5/13/88,1480,A
4193500,5/14/88,1130,A
4193500,5/15/88,1250,A
4193500,5/16/88,1250,A
4193500,5/17/88,991,A
4193500,5/18/88,817,A
4193500,5/19/88,861,A
4193500,5/20/88,717,A
4193500,5/21/88,631,A
4193500,5/22/88,654,A
4193500,5/23/88,773,A
4193500,5/24/88,2000,A
4193500,5/25/88,1900,A
4193500,5/26/88,1540,A
4193500,5/27/88,1420,A
4193500,5/28/88,1090,A
4193500,5/29/88,780,A
4193500,5/30/88,710,A
4193500,5/31/88,735,A
4193500,6/1/88,564,A
4193500,6/2/88,419,A
4193500,6/3/88,437,A
4193500,6/4/88,370,A
4193500,6/5/88,479,A
4193500,6/6/88,397,A
4193500,6/7/88,402,A
4193500,6/8/88,199,A
4193500,6/9/88,135,A
4193500,6/10/88,219,A
4193500,6/11/88,224,A
4193500,6/12/88,292,A
4193500,6/13/88,263,A
4193500,6/14/88,201,A
4193500,6/15/88,214,A
4193500,6/16/88,215,A
4193500,6/17/88,114,A
4193500,6/18/88,176,A
4193500,6/19/88,257,A
4193500,6/20/88,256,A
4193500,6/21/88,191,A
4193500,6/22/88,130,A
4193500,6/23/88,190,A
4193500,6/24/88,60,A
4193500,6/25/88,185,A
4193500,6/26/88,225,A
4193500,6/27/88,50,A
4193500,6/28/88,37,A
4193500,6/29/88,25,A
4193500,6/30/88,17,A
4193500,7/1/88,40,A
4193500,7/2/88,70,A
4193500,7/3/88,88,A
4193500,7/4/88,91,A
4193500,7/5/88,88,A
4193500,7/6/88,88,A
4193500,7/7/88,97,A
4193500,7/8/88,96,A
4193500,7/9/88,97,A
4193500,7/10/88,111,A
4193500,7/11/88,170,A
4193500,7/12/88,113,A
4193500,7/13/88,106,A
4193500,7/14/88,139,A
4193500,7/15/88,172,A
4193500,7/16/88,50,A
4193500,7/17/88,90,A
4193500,7/18/88,80,A
4193500,7/19/88,167,A
4193500,7/20/88,242,A
4193500,7/21/88,1100,A
4193500,7/22/88,889,A
4193500,7/23/88,845,A
4193500,7/24/88,971,A
4193500,7/25/88,1080,A
4193500,7/26/88,720,A
4193500,7/27/88,590,A
4193500,7/28/88,642,A
4193500,7/29/88,604,A
4193500,7/30/88,535,A
4193500,7/31/88,797,A
4193500,8/1/88,645,A
4193500,8/2/88,1330,A
4193500,8/3/88,1120,A
4193500,8/4/88,726,A
4193500,8/5/88,575,A
4193500,8/6/88,415,A
4193500,8/7/88,337,A
4193500,8/8/88,267,A
4193500,8/9/88,286,A
4193500,8/10/88,342,A
4193500,8/11/88,374,A
4193500,8/12/88,369,A
4193500,8/13/88,557,A
4193500,8/14/88,601,A
4193500,8/15/88,489,A
4193500,8/16/88,420,A
4193500,8/17/88,479,A
4193500,8/18/88,452,A
4193500,8/19/88,401,A
4193500,8/20/88,350,A
4193500,8/21/88,354,A
4193500,8/22/88,455,A
4193500,8/23/88,725,A
4193500,8/24/88,803,A
4193500,8/25/88,670,A
4193500,8/26/88,824,A
4193500,8/27/88,532,A
4193500,8/28/88,566,A
4193500,8/29/88,593,A
4193500,8/30/88,492,A
4193500,8/31/88,598,A
4193500,9/1/88,531,A
4193500,9/2/88,552,A
4193500,9/3/88,808,A
4193500,9/4/88,931,A
4193500,9/5/88,1050,A
4193500,9/6/88,970,A
4193500,9/7/88,973,A
4193500,9/8/88,802,A
4193500,9/9/88,642,A
4193500,9/10/88,463,A
4193500,9/11/88,419,A
4193500,9/12/88,423,A
4193500,9/13/88,515,A
4193500,9/14/88,374,A
4193500,9/15/88,332,A
4193500,9/16/88,280,A
4193500,9/17/88,420,A
4193500,9/18/88,302,A
4193500,9/19/88,261,A
4193500,9/20/88,626,A
4193500,9/21/88,546,A
4193500,9/22/88,578,A
4193500,9/23/88,879,A
4193500,9/24/88,606,A
4193500,9/25/88,504,A
4193500,9/26/88,532,A
4193500,9/27/88,452,A
4193500,9/28/88,327,A
4193500,9/29/88,356,A
4193500,9/30/88,409,A
4193500,10/1/88,429,A
4193500,10/2/88,410,A
4193500,10/3/88,325,A
4193500,10/4/88,488,A
4193500,10/5/88,600,A
4193500,10/6/88,462,A
4193500,10/7/88,532,A
4193500,10/8/88,458,A
4193500,10/9/88,410,A
4193500,10/10/88,561,A
4193500,10/11/88,403,A
4193500,10/12/88,549,A
4193500,10/13/88,1140,A
4193500,10/14/88,1130,A
4193500,10/15/88,475,A
4193500,10/16/88,320,A
4193500,10/17/88,407,A
4193500,10/18/88,7530,A
4193500,10/19/88,10800,A
4193500,10/20/88,7980,A
4193500,10/21/88,5240,A
4193500,10/22/88,4040,A
4193500,10/23/88,2690,A
4193500,10/24/88,2480,A
4193500,10/25/88,2350,A
4193500,10/26/88,1890,A
4193500,10/27/88,1540,A
4193500,10/28/88,1550,A
4193500,10/29/88,1220,A
4193500,10/30/88,1060,A
4193500,10/31/88,925,A
4193500,11/1/88,1070,A
4193500,11/2/88,910,A
4193500,11/3/88,711,A
4193500,11/4/88,753,A
4193500,11/5/88,1700,A
4193500,11/6/88,4700,A
4193500,11/7/88,5200,A
4193500,11/8/88,5780,A
4193500,11/9/88,5780,A
4193500,11/10/88,6440,A
4193500,11/11/88,8520,A
4193500,11/12/88,8740,A
4193500,11/13/88,7940,A
4193500,11/14/88,8180,A
4193500,11/15/88,7240,A
4193500,11/16/88,6330,A
4193500,11/17/88,4920,A
4193500,11/18/88,4620,A
4193500,11/19/88,4680,A
4193500,11/20/88,4270,A
4193500,11/21/88,11400,A
4193500,11/22/88,13500,A
4193500,11/23/88,11100,A
4193500,11/24/88,8390,A
4193500,11/25/88,6720,A
4193500,11/26/88,5620,A
4193500,11/27/88,4890,A
4193500,11/28/88,5470,A
4193500,11/29/88,4780,A
4193500,11/30/88,4620,A
4193500,12/1/88,3820,A
4193500,12/2/88,3220,A
4193500,12/3/88,2960,A
4193500,12/4/88,2230,A
4193500,12/5/88,2270,A
4193500,12/6/88,2310,A
4193500,12/7/88,1800,A
4193500,12/8/88,1590,A
4193500,12/9/88,1570,A
4193500,12/10/88,1650,A
4193500,12/11/88,1720,A
4193500,12/12/88,1270,A
4193500,12/13/88,1060,A
4193500,12/14/88,1050,A
4193500,12/15/88,1390,A
4193500,12/16/88,1140,A
4193500,12/17/88,923,A
4193500,12/18/88,919,A
4193500,12/19/88,848,A
4193500,12/20/88,1030,A
4193500,12/21/88,1220,A
4193500,12/22/88,1010,A
4193500,12/23/88,1450,A
4193500,12/24/88,2000,A
4193500,12/25/88,3220,A
4193500,12/26/88,3450,A
4193500,12/27/88,3730,A
4193500,12/28/88,6050,A
4193500,12/29/88,11000,A
4193500,12/30/88,11000,A
4193500,12/31/88,8730,A
4193500,1/1/89,6750,A
4193500,1/2/89,5780,A
4193500,1/3/89,4550,A
4193500,1/4/89,3720,A
4193500,1/5/89,3220,A
4193500,1/6/89,2720,A
4193500,1/7/89,4900,A
4193500,1/8/89,26100,A
4193500,1/9/89,30100,A
4193500,1/10/89,22500,A
4193500,1/11/89,16200,A
4193500,1/12/89,11900,A
4193500,1/13/89,10600,A
4193500,1/14/89,9750,A
4193500,1/15/89,8340,A
4193500,1/16/89,6680,A
4193500,1/17/89,5110,A
4193500,1/18/89,4210,A
4193500,1/19/89,3830,A
4193500,1/20/89,4200,A
4193500,1/21/89,4190,A
4193500,1/22/89,3570,A
4193500,1/23/89,2970,A
4193500,1/24/89,2720,A
4193500,1/25/89,2520,A
4193500,1/26/89,4650,A
4193500,1/27/89,13500,A
4193500,1/28/89,14700,A
4193500,1/29/89,11300,A
4193500,1/30/89,9750,A
4193500,1/31/89,7950,A
4193500,2/1/89,6660,A
4193500,2/2/89,5820,A
4193500,2/3/89,4940,A
4193500,2/4/89,4150,A
4193500,2/5/89,3170,A
4193500,2/6/89,3040,A
4193500,2/7/89,2810,A
4193500,2/8/89,1740,A
4193500,2/9/89,1200,A
4193500,2/10/89,1000,A
4193500,2/11/89,950,A
4193500,2/12/89,1000,A
4193500,2/13/89,1100,A
4193500,2/14/89,1300,A
4193500,2/15/89,1480,A
4193500,2/16/89,1980,A
4193500,2/17/89,2020,A
4193500,2/18/89,2290,A
4193500,2/19/89,2000,A
4193500,2/20/89,1800,A
4193500,2/21/89,2100,A
4193500,2/22/89,2800,A
4193500,2/23/89,3590,A
4193500,2/24/89,4410,A
4193500,2/25/89,3660,A
4193500,2/26/89,2800,A
4193500,2/27/89,2000,A
4193500,2/28/89,1600,A
4193500,3/1/89,1400,A
4193500,3/2/89,1200,A
4193500,3/3/89,1100,A
4193500,3/4/89,980,A
4193500,3/5/89,890,A
4193500,3/6/89,860,A
4193500,3/7/89,2770,A
4193500,3/8/89,2820,A
4193500,3/9/89,2780,A
4193500,3/10/89,2120,A
4193500,3/11/89,2000,A
4193500,3/12/89,1800,A
4193500,3/13/89,1680,A
4193500,3/14/89,1800,A
4193500,3/15/89,2000,A
4193500,3/16/89,2120,A
4193500,3/17/89,2480,A
4193500,3/18/89,4790,A
4193500,3/19/89,8950,A
4193500,3/20/89,7010,A
4193500,3/21/89,6500,A
4193500,3/22/89,6190,A
4193500,3/23/89,6000,A
4193500,3/24/89,5570,A
4193500,3/25/89,5070,A
4193500,3/26/89,3740,A
4193500,3/27/89,4100,A
4193500,3/28/89,5270,A
4193500,3/29/89,5060,A
4193500,3/30/89,5140,A
4193500,3/31/89,5230,A
4193500,4/1/89,7170,A
4193500,4/2/89,8710,A
4193500,4/3/89,14100,A
4193500,4/4/89,29700,A
4193500,4/5/89,37300,A
4193500,4/6/89,33400,A
4193500,4/7/89,25100,A
4193500,4/8/89,18400,A
4193500,4/9/89,14400,A
4193500,4/10/89,11300,A
4193500,4/11/89,8770,A
4193500,4/12/89,6430,A
4193500,4/13/89,5220,A
4193500,4/14/89,4100,A
4193500,4/15/89,3660,A
4193500,4/16/89,3140,A
4193500,4/17/89,3100,A
4193500,4/18/89,3170,A
4193500,4/19/89,3370,A
4193500,4/20/89,3000,A
4193500,4/21/89,2730,A
4193500,4/22/89,2650,A
4193500,4/23/89,2400,A
4193500,4/24/89,2410,A
4193500,4/25/89,2400,A
4193500,4/26/89,2640,A
4193500,4/27/89,3640,A
4193500,4/28/89,6300,A
4193500,4/29/89,6510,A
4193500,4/30/89,6610,A
4193500,5/1/89,5390,A
4193500,5/2/89,4560,A
4193500,5/3/89,3900,A
4193500,5/4/89,3200,A
4193500,5/5/89,3020,A
4193500,5/6/89,2770,A
4193500,5/7/89,3210,A
4193500,5/8/89,3080,A
4193500,5/9/89,2570,A
4193500,5/10/89,2600,A
4193500,5/11/89,2970,A
4193500,5/12/89,3160,A
4193500,5/13/89,3040,A
4193500,5/14/89,3590,A
4193500,5/15/89,4000,A
4193500,5/16/89,4480,A
4193500,5/17/89,5160,A
4193500,5/18/89,4190,A
4193500,5/19/89,3380,A
4193500,5/20/89,3270,A
4193500,5/21/89,4080,A
4193500,5/22/89,4420,A
4193500,5/23/89,3800,A
4193500,5/24/89,3320,A
4193500,5/25/89,3420,A
4193500,5/26/89,13000,A
4193500,5/27/89,32700,A
4193500,5/28/89,35000,A
4193500,5/29/89,29600,A
4193500,5/30/89,18200,A
4193500,5/31/89,17700,A
4193500,6/1/89,17800,A
4193500,6/2/89,19600,A
4193500,6/3/89,21100,A
4193500,6/4/89,42700,A
4193500,6/5/89,41200,A
4193500,6/6/89,35100,A
4193500,6/7/89,28700,A
4193500,6/8/89,22300,A
4193500,6/9/89,15300,A
4193500,6/10/89,10400,A
4193500,6/11/89,7680,A
4193500,6/12/89,5890,A
4193500,6/13/89,5060,A
4193500,6/14/89,5590,A
4193500,6/15/89,5290,A
4193500,6/16/89,4270,A
4193500,6/17/89,3430,A
4193500,6/18/89,2960,A
4193500,6/19/89,3040,A
4193500,6/20/89,4670,A
4193500,6/21/89,4100,A
4193500,6/22/89,3360,A
4193500,6/23/89,4340,A
4193500,6/24/89,5070,A
4193500,6/25/89,4480,A
4193500,6/26/89,3290,A
4193500,6/27/89,2700,A
4193500,6/28/89,2250,A
4193500,6/29/89,1680,A
4193500,6/30/89,1650,A
4193500,7/1/89,1360,A
4193500,7/2/89,1890,A
4193500,7/3/89,1760,A
4193500,7/4/89,1460,A
4193500,7/5/89,1270,A
4193500,7/6/89,1210,A
4193500,7/7/89,1130,A
4193500,7/8/89,982,A
4193500,7/9/89,919,A
4193500,7/10/89,951,A
4193500,7/11/89,631,A
4193500,7/12/89,820,A
4193500,7/13/89,1480,A
4193500,7/14/89,2230,A
4193500,7/15/89,1760,A
4193500,7/16/89,1660,A
4193500,7/17/89,1210,A
4193500,7/18/89,1070,A
4193500,7/19/89,952,A
4193500,7/20/89,920,A
4193500,7/21/89,1150,A
4193500,7/22/89,2680,A
4193500,7/23/89,3180,A
4193500,7/24/89,2990,A
4193500,7/25/89,2230,A
4193500,7/26/89,2120,A
4193500,7/27/89,2200,A
4193500,7/28/89,3090,A
4193500,7/29/89,2900,A
4193500,7/30/89,2380,A
4193500,7/31/89,2260,A
4193500,8/1/89,2080,A
4193500,8/2/89,1760,A
4193500,8/3/89,1590,A
4193500,8/4/89,1170,A
4193500,8/5/89,999,A
4193500,8/6/89,1050,A
4193500,8/7/89,926,A
4193500,8/8/89,943,A
4193500,8/9/89,1160,A
4193500,8/10/89,889,A
4193500,8/11/89,678,A
4193500,8/12/89,870,A
4193500,8/13/89,854,A
4193500,8/14/89,853,A
4193500,8/15/89,940,A
4193500,8/16/89,792,A
4193500,8/17/89,653,A
4193500,8/18/89,511,A
4193500,8/19/89,532,A
4193500,8/20/89,633,A
4193500,8/21/89,670,A
4193500,8/22/89,396,A
4193500,8/23/89,499,A
4193500,8/24/89,529,A
4193500,8/25/89,508,A
4193500,8/26/89,575,A
4193500,8/27/89,678,A
4193500,8/28/89,637,A
4193500,8/29/89,973,A
4193500,8/30/89,699,A
4193500,8/31/89,866,A
4193500,9/1/89,1230,A
4193500,9/2/89,1020,A
4193500,9/3/89,1380,A
4193500,9/4/89,1730,A
4193500,9/5/89,1830,A
4193500,9/6/89,1630,A
4193500,9/7/89,1740,A
4193500,9/8/89,1400,A
4193500,9/9/89,1440,A
4193500,9/10/89,1650,A
4193500,9/11/89,3370,A
4193500,9/12/89,4750,A
4193500,9/13/89,3560,A
4193500,9/14/89,2430,A
4193500,9/15/89,2460,A
4193500,9/16/89,3790,A
4193500,9/17/89,4970,A
4193500,9/18/89,4400,A
4193500,9/19/89,3510,A
4193500,9/20/89,2750,A
4193500,9/21/89,2310,A
4193500,9/22/89,1890,A
4193500,9/23/89,1600,A
4193500,9/24/89,1260,A
4193500,9/25/89,1060,A
4193500,9/26/89,835,A
4193500,9/27/89,663,A
4193500,9/28/89,644,A
4193500,9/29/89,729,A
4193500,9/30/89,607,A
4193500,10/1/89,530,A
